state,district,soil_type,ph_level,nitrogen,phosphorus,potassium
Maharashtra,District_47,Laterite,6.91,334.03,92.0,60.35
Madhya Pradesh,District_20,Alluvial,7.54,133.2,138.87,398.59
Tamil Nadu,District_50,Black,6.23,350.99,259.68,85.73
Karnataka,District_27,Alluvial,7.69,249.52,183.64,272.29
Tamil Nadu,District_22,Red,8.4,387.61,145.43,220.76
Uttar Pradesh,District_27,Laterite,5.62,245.8,250.19,80.45
Punjab,District_13,Black,6.69,233.18,187.26,290.73
Karnataka,District_5,Red,7.64,365.86,111.72,56.81
Telangana,District_17,Black,6.08,139.63,98.19,311.44
Telangana,District_34,Black,6.31,172.2,296.42,204.0
Madhya Pradesh,District_22,Laterite,8.36,263.73,74.19,279.59
Telangana,District_30,Laterite,7.73,104.82,280.92,272.28
Karnataka,District_3,Laterite,8.34,177.08,222.18,331.12
Andhra Pradesh,District_7,Laterite,8.47,323.47,108.77,205.08
Telangana,District_49,Black,6.37,391.31,154.47,182.05
Maharashtra,District_15,Laterite,8.05,245.45,259.06,268.11
Telangana,District_7,Black,6.26,277.42,150.56,356.19
Tamil Nadu,District_3,Alluvial,7.84,239.02,124.63,156.77
Telangana,District_29,Alluvial,7.89,133.46,94.14,349.45
Telangana,District_6,Laterite,8.4,476.31,68.82,370.37
Andhra Pradesh,District_49,Laterite,8.49,295.6,285.25,66.25
Andhra Pradesh,District_27,Alluvial,7.41,148.85,216.46,156.79
Tamil Nadu,District_1,Red,7.71,453.85,105.98,192.76
Madhya Pradesh,District_49,Alluvial,7.94,285.16,187.0,95.0
Madhya Pradesh,District_34,Laterite,8.0,304.72,270.62,397.72
Punjab,District_8,Red,7.03,405.28,181.59,166.25
Maharashtra,District_47,Red,6.17,290.07,122.41,254.19
Maharashtra,District_25,Alluvial,7.97,302.24,120.53,343.65
Karnataka,District_15,Black,7.37,127.26,58.17,264.89
Andhra Pradesh,District_38,Red,7.48,294.94,55.51,234.81
Uttar Pradesh,District_11,Laterite,6.73,197.75,162.79,364.95
Tamil Nadu,District_9,Laterite,8.27,253.5,166.06,264.32
Uttar Pradesh,District_27,Laterite,8.15,332.92,229.35,331.12
Telangana,District_13,Black,5.93,124.62,294.94,281.78
Maharashtra,District_12,Laterite,6.06,135.52,76.35,112.62
Karnataka,District_11,Black,6.92,259.74,50.52,292.88
Karnataka,District_35,Red,7.46,361.49,65.82,324.63
Uttar Pradesh,District_44,Black,6.36,381.56,144.28,343.81
Telangana,District_23,Alluvial,6.8,478.99,250.41,53.47
Karnataka,District_21,Black,5.98,113.12,111.35,186.43
Uttar Pradesh,District_28,Alluvial,6.43,201.08,85.28,201.75
Andhra Pradesh,District_7,Red,7.31,445.34,52.05,86.4
Tamil Nadu,District_13,Black,6.14,199.2,198.66,143.55
Uttar Pradesh,District_31,Red,8.33,278.49,173.7,383.75
Andhra Pradesh,District_35,Alluvial,8.35,356.4,220.98,91.94
Tamil Nadu,District_17,Red,7.34,477.67,213.01,153.54
Punjab,District_24,Laterite,5.88,460.84,216.64,363.22
Madhya Pradesh,District_22,Laterite,6.66,344.05,212.29,390.48
Madhya Pradesh,District_10,Alluvial,7.7,371.03,98.38,289.88
Telangana,District_16,Laterite,6.22,454.45,155.05,169.88
Madhya Pradesh,District_37,Alluvial,7.91,342.93,99.74,355.28
Andhra Pradesh,District_6,Laterite,5.52,191.78,272.22,325.82
Uttar Pradesh,District_12,Black,6.07,122.48,196.07,344.73
Telangana,District_1,Red,6.44,335.32,245.51,247.93
Madhya Pradesh,District_50,Alluvial,8.4,407.38,118.39,59.9
Maharashtra,District_16,Black,7.77,380.83,256.84,160.4
Karnataka,District_34,Laterite,5.56,334.76,86.91,375.37
Punjab,District_37,Black,6.89,294.93,50.77,175.01
Tamil Nadu,District_27,Red,7.58,373.97,296.1,219.18
Karnataka,District_5,Black,7.35,130.51,59.88,268.15
Telangana,District_19,Red,6.89,311.3,122.65,311.28
Uttar Pradesh,District_11,Alluvial,6.28,181.36,109.16,356.72
Madhya Pradesh,District_37,Alluvial,6.62,348.94,115.11,132.16
Karnataka,District_43,Red,7.63,108.2,105.68,260.87
Tamil Nadu,District_11,Laterite,7.77,440.71,80.5,137.36
Telangana,District_8,Black,6.97,306.73,243.14,364.9
Tamil Nadu,District_16,Alluvial,8.24,289.76,238.47,267.95
Maharashtra,District_31,Laterite,8.38,467.14,229.93,203.78
Uttar Pradesh,District_11,Red,7.85,200.21,213.04,275.9
Madhya Pradesh,District_1,Alluvial,6.11,190.13,172.37,287.65
Uttar Pradesh,District_47,Red,8.14,105.52,196.11,86.19
Tamil Nadu,District_17,Laterite,6.86,128.11,57.71,173.74
Karnataka,District_48,Laterite,6.16,165.67,169.44,62.34
Andhra Pradesh,District_49,Alluvial,7.86,282.49,263.12,323.7
Telangana,District_25,Black,6.7,415.51,102.74,136.89
Maharashtra,District_47,Laterite,6.22,162.32,226.98,84.4
Andhra Pradesh,District_43,Laterite,7.26,180.29,73.77,330.77
Madhya Pradesh,District_26,Laterite,5.85,274.27,69.33,345.21
Andhra Pradesh,District_34,Red,6.64,484.51,234.76,54.93
Madhya Pradesh,District_2,Laterite,6.54,493.6,126.93,155.05
Madhya Pradesh,District_16,Laterite,6.7,444.52,133.28,313.2
Andhra Pradesh,District_31,Alluvial,6.83,102.51,187.96,351.34
Telangana,District_22,Red,7.41,335.29,244.19,209.68
Telangana,District_22,Alluvial,5.67,168.54,285.09,373.81
Uttar Pradesh,District_32,Laterite,6.89,448.33,114.04,238.32
Uttar Pradesh,District_6,Red,6.99,308.64,177.96,255.34
Andhra Pradesh,District_2,Black,6.51,330.56,169.27,118.09
Uttar Pradesh,District_7,Black,7.73,257.19,128.8,284.73
Tamil Nadu,District_11,Alluvial,7.65,181.95,245.91,141.73
Tamil Nadu,District_10,Alluvial,7.06,394.19,157.0,235.84
Andhra Pradesh,District_16,Laterite,8.07,309.1,161.69,275.48
Uttar Pradesh,District_1,Alluvial,5.85,459.42,57.11,173.93
Madhya Pradesh,District_35,Red,6.63,199.53,179.55,330.48
Tamil Nadu,District_38,Laterite,7.54,175.32,261.29,281.84
Andhra Pradesh,District_39,Laterite,8.27,307.2,122.61,53.41
Telangana,District_10,Laterite,8.08,388.81,286.76,249.14
Punjab,District_35,Black,5.99,109.57,187.42,72.35
Tamil Nadu,District_13,Red,5.69,218.54,164.07,155.99
Uttar Pradesh,District_42,Alluvial,7.17,306.12,176.64,285.56
Maharashtra,District_14,Alluvial,6.99,181.66,128.57,134.21
Telangana,District_12,Red,6.59,282.75,223.78,86.84
Punjab,District_44,Alluvial,6.12,373.52,246.93,179.09
Andhra Pradesh,District_3,Alluvial,6.7,438.53,55.94,176.07
Maharashtra,District_38,Black,6.93,130.65,261.83,90.14
Punjab,District_46,Black,6.38,138.27,56.96,304.54
Maharashtra,District_11,Alluvial,5.54,491.46,234.47,91.54
Madhya Pradesh,District_34,Laterite,7.17,478.13,211.19,301.07
Telangana,District_25,Black,8.37,384.55,215.3,262.18
Maharashtra,District_23,Red,6.54,326.09,196.42,303.81
Punjab,District_8,Laterite,7.81,458.98,293.3,182.42
Madhya Pradesh,District_43,Alluvial,8.18,399.96,57.16,295.1
Tamil Nadu,District_44,Red,6.8,343.55,236.27,185.42
Maharashtra,District_27,Red,6.58,424.82,146.71,305.55
Maharashtra,District_50,Laterite,8.17,237.54,191.91,302.06
Karnataka,District_4,Alluvial,5.82,113.26,207.27,64.45
Maharashtra,District_24,Laterite,6.97,198.98,86.71,122.29
Maharashtra,District_13,Red,7.43,459.84,79.74,110.0
Tamil Nadu,District_41,Alluvial,7.52,440.1,98.89,101.31
Maharashtra,District_31,Red,5.84,229.3,118.7,341.94
Maharashtra,District_14,Alluvial,5.83,375.41,138.99,243.61
Punjab,District_20,Black,6.36,491.36,69.8,182.83
Telangana,District_37,Laterite,7.84,454.57,151.59,124.1
Karnataka,District_22,Laterite,8.45,357.22,280.37,213.14
Maharashtra,District_12,Laterite,7.27,279.09,235.55,325.71
Andhra Pradesh,District_3,Red,7.49,345.95,232.78,278.01
Karnataka,District_32,Laterite,8.45,493.35,140.87,234.76
Tamil Nadu,District_5,Alluvial,6.19,224.54,199.85,381.72
Maharashtra,District_32,Laterite,5.78,133.49,118.35,277.57
Madhya Pradesh,District_12,Alluvial,6.02,491.66,146.49,94.37
Punjab,District_28,Black,6.42,245.2,144.89,269.14
Telangana,District_27,Red,7.54,279.04,243.99,262.32
Telangana,District_23,Black,6.41,229.39,180.44,370.78
Tamil Nadu,District_4,Red,7.0,230.31,149.2,254.5
Uttar Pradesh,District_5,Red,5.58,201.1,92.22,313.44
Tamil Nadu,District_38,Black,8.32,246.18,280.08,351.87
Andhra Pradesh,District_45,Black,7.27,406.28,139.01,329.29
Punjab,District_9,Red,7.14,268.37,133.64,210.16
Tamil Nadu,District_9,Red,7.73,373.6,141.16,89.17
Madhya Pradesh,District_29,Red,8.35,362.68,114.2,143.13
Madhya Pradesh,District_17,Black,7.33,362.08,258.87,104.29
Tamil Nadu,District_19,Laterite,7.54,411.26,223.74,214.61
Karnataka,District_2,Black,6.34,394.04,222.0,300.72
Maharashtra,District_32,Alluvial,7.97,271.45,177.06,54.47
Punjab,District_15,Black,7.86,208.81,102.94,245.71
Andhra Pradesh,District_41,Laterite,5.56,314.92,160.95,96.47
Uttar Pradesh,District_2,Alluvial,7.83,237.97,262.06,221.88
Andhra Pradesh,District_14,Laterite,6.08,217.07,232.37,310.24
Uttar Pradesh,District_48,Alluvial,6.04,276.24,182.91,234.81
Punjab,District_32,Black,6.49,297.86,251.9,62.62
Uttar Pradesh,District_39,Laterite,8.35,189.47,161.95,367.82
Andhra Pradesh,District_49,Laterite,7.27,415.0,250.36,217.16
Maharashtra,District_26,Red,8.34,157.33,188.02,352.38
Tamil Nadu,District_46,Laterite,5.74,422.36,122.26,376.75
Tamil Nadu,District_12,Laterite,7.1,171.96,202.69,297.69
Karnataka,District_42,Black,7.02,320.25,226.05,78.24
Madhya Pradesh,District_26,Black,6.83,157.48,222.59,374.05
Uttar Pradesh,District_36,Alluvial,8.47,395.15,231.8,341.19
Karnataka,District_12,Alluvial,6.92,370.27,273.09,320.72
Madhya Pradesh,District_49,Black,6.22,283.37,89.61,102.5
Andhra Pradesh,District_33,Laterite,7.43,419.43,226.29,184.81
Punjab,District_26,Red,6.24,243.59,264.95,62.32
Madhya Pradesh,District_23,Red,5.9,216.75,143.15,277.7
Maharashtra,District_13,Black,7.25,216.81,150.39,356.95
Tamil Nadu,District_37,Laterite,7.67,274.13,96.34,274.67
Maharashtra,District_40,Red,6.85,269.05,192.93,224.41
Punjab,District_28,Red,6.47,207.89,286.42,342.78
Madhya Pradesh,District_34,Alluvial,5.96,439.32,100.98,147.88
Uttar Pradesh,District_41,Black,7.9,450.41,252.73,140.75
Uttar Pradesh,District_19,Laterite,8.17,395.63,104.02,258.0
Tamil Nadu,District_46,Red,6.26,238.71,86.12,389.21
Maharashtra,District_25,Black,6.78,339.85,198.12,220.54
Madhya Pradesh,District_35,Alluvial,6.42,171.98,208.95,190.31
Maharashtra,District_21,Black,7.99,311.82,243.34,208.21
Andhra Pradesh,District_6,Red,8.27,148.15,188.78,58.08
Karnataka,District_49,Laterite,5.95,176.98,151.79,193.36
Madhya Pradesh,District_16,Alluvial,5.61,345.28,86.73,239.83
Telangana,District_24,Black,5.76,295.11,163.16,190.66
Maharashtra,District_16,Alluvial,6.37,432.47,243.38,105.02
Punjab,District_30,Laterite,7.67,442.4,283.11,301.96
Telangana,District_28,Alluvial,6.48,130.67,220.07,79.52
Andhra Pradesh,District_10,Laterite,8.45,135.03,252.82,324.29
Maharashtra,District_17,Black,5.76,465.95,222.49,78.47
Andhra Pradesh,District_20,Black,7.51,309.77,108.98,137.32
Telangana,District_48,Alluvial,6.89,102.7,261.19,392.01
Tamil Nadu,District_36,Red,6.43,419.07,239.46,162.52
Maharashtra,District_24,Red,7.18,412.41,103.37,289.16
Andhra Pradesh,District_16,Alluvial,6.24,288.32,176.42,345.11
Punjab,District_20,Alluvial,7.34,466.35,283.54,235.43
Telangana,District_26,Laterite,8.49,327.18,220.05,215.58
Maharashtra,District_29,Laterite,6.44,274.21,275.17,101.74
Uttar Pradesh,District_48,Alluvial,6.62,270.17,114.99,151.67
Telangana,District_22,Black,8.11,312.75,256.76,314.07
Punjab,District_20,Laterite,6.58,181.31,94.86,182.36
Uttar Pradesh,District_32,Laterite,8.23,210.61,243.74,76.53
Tamil Nadu,District_29,Red,7.6,248.0,215.13,292.06
Maharashtra,District_48,Black,5.56,158.04,252.38,271.2
Andhra Pradesh,District_23,Black,6.63,160.24,238.94,305.62
Andhra Pradesh,District_34,Alluvial,6.66,133.53,166.97,178.69
Uttar Pradesh,District_12,Red,6.23,466.88,276.52,334.03
Uttar Pradesh,District_19,Alluvial,7.26,462.9,147.71,230.21
Uttar Pradesh,District_17,Red,5.62,465.68,158.48,170.45
Andhra Pradesh,District_39,Laterite,7.29,472.6,240.2,273.33
Andhra Pradesh,District_22,Black,7.17,201.24,252.05,73.14
Maharashtra,District_10,Black,7.57,405.11,133.89,374.49
Tamil Nadu,District_18,Alluvial,7.12,293.54,184.59,341.0
Tamil Nadu,District_5,Red,6.5,100.01,98.68,50.62
Andhra Pradesh,District_1,Alluvial,8.41,431.61,67.03,286.72
Uttar Pradesh,District_26,Black,5.9,377.12,145.62,217.79
Punjab,District_25,Alluvial,7.73,382.11,286.12,104.9
Madhya Pradesh,District_50,Black,6.12,401.18,116.94,65.67
Uttar Pradesh,District_13,Black,5.69,216.15,60.11,278.51
Andhra Pradesh,District_39,Laterite,7.8,307.77,211.36,51.43
Andhra Pradesh,District_39,Laterite,8.07,256.56,144.81,138.62
Andhra Pradesh,District_46,Red,5.86,364.73,235.13,302.21
Maharashtra,District_12,Alluvial,7.08,325.47,114.78,186.15
Tamil Nadu,District_20,Laterite,7.69,148.05,226.71,176.97
Karnataka,District_6,Laterite,6.64,230.91,265.35,326.86
Karnataka,District_18,Laterite,6.83,275.97,174.35,341.88
Tamil Nadu,District_2,Alluvial,8.43,257.46,288.7,249.15
Punjab,District_9,Black,7.69,317.02,250.82,125.92
Punjab,District_33,Black,8.26,112.89,160.0,278.82
Andhra Pradesh,District_1,Alluvial,6.8,286.12,133.59,122.34
Karnataka,District_11,Red,6.93,163.05,298.28,162.81
Maharashtra,District_22,Red,8.41,145.3,283.0,108.67
Andhra Pradesh,District_4,Black,6.78,180.27,232.84,308.61
Tamil Nadu,District_21,Red,6.74,465.32,138.63,51.69
Tamil Nadu,District_29,Black,7.59,109.77,73.51,83.22
Telangana,District_20,Laterite,5.63,461.61,83.14,97.13
Maharashtra,District_5,Black,6.83,328.37,239.83,255.02
Maharashtra,District_27,Red,8.32,440.16,213.06,359.97
Telangana,District_43,Laterite,8.19,370.29,115.46,219.0
Punjab,District_33,Black,7.48,143.74,70.91,320.5
Telangana,District_18,Red,6.83,273.58,296.85,348.02
Telangana,District_22,Red,7.03,469.92,222.48,226.95
Punjab,District_44,Red,6.3,457.01,52.15,188.94
Uttar Pradesh,District_41,Alluvial,6.11,453.43,89.84,383.37
Uttar Pradesh,District_37,Red,6.31,367.33,206.58,334.81
Punjab,District_46,Alluvial,8.21,209.76,82.67,327.13
Madhya Pradesh,District_18,Alluvial,6.27,452.89,142.48,280.1
Punjab,District_21,Laterite,6.91,488.41,216.6,64.78
Madhya Pradesh,District_6,Alluvial,7.65,159.94,50.89,287.2
Uttar Pradesh,District_28,Alluvial,7.73,258.82,50.66,335.44
Uttar Pradesh,District_2,Red,6.43,161.77,142.02,371.71
Maharashtra,District_15,Alluvial,6.28,486.45,295.92,331.0
Telangana,District_46,Alluvial,6.61,165.99,99.64,354.51
Uttar Pradesh,District_11,Black,5.8,320.03,161.22,200.22
Maharashtra,District_11,Laterite,7.14,426.82,219.85,172.01
Punjab,District_26,Black,7.69,184.24,145.6,55.35
Telangana,District_27,Alluvial,6.21,254.3,199.61,377.79
Karnataka,District_43,Alluvial,5.77,179.7,60.68,271.43
Punjab,District_23,Red,8.03,431.81,178.82,367.18
Tamil Nadu,District_8,Red,8.15,188.35,122.71,384.09
Maharashtra,District_46,Laterite,8.08,287.95,281.58,366.14
Andhra Pradesh,District_20,Black,6.77,386.5,182.07,107.89
Andhra Pradesh,District_34,Red,5.93,477.9,132.77,108.21
Telangana,District_26,Black,7.57,235.8,115.83,351.66
Madhya Pradesh,District_1,Laterite,5.8,119.46,72.34,272.12
Uttar Pradesh,District_45,Red,7.58,399.29,197.98,164.54
Madhya Pradesh,District_24,Red,6.15,430.45,95.53,108.75
Uttar Pradesh,District_41,Alluvial,5.82,394.18,275.73,167.68
Telangana,District_29,Black,5.51,294.03,285.42,342.66
Maharashtra,District_11,Red,7.03,195.63,166.03,140.35
Karnataka,District_8,Red,8.09,266.16,142.82,231.76
Andhra Pradesh,District_30,Black,7.74,161.09,155.54,94.02
Uttar Pradesh,District_15,Red,6.28,347.37,130.65,330.8
Maharashtra,District_18,Black,5.95,118.42,280.24,332.79
Punjab,District_25,Alluvial,8.38,161.0,286.57,173.29
Andhra Pradesh,District_47,Black,7.98,340.39,147.41,119.36
Tamil Nadu,District_11,Black,7.37,358.21,268.61,203.82
Telangana,District_48,Alluvial,6.55,284.46,206.86,359.0
Punjab,District_46,Laterite,7.86,171.1,259.31,196.65
Maharashtra,District_9,Black,6.63,211.84,180.26,365.0
Telangana,District_50,Black,7.6,206.49,79.24,368.89
Maharashtra,District_32,Red,7.13,217.2,158.34,320.75
Madhya Pradesh,District_12,Laterite,7.15,123.91,176.77,229.36
Uttar Pradesh,District_47,Laterite,7.09,102.93,226.71,284.42
Telangana,District_42,Laterite,8.42,102.91,245.97,112.15
Telangana,District_23,Black,8.2,181.81,78.72,169.07
Maharashtra,District_24,Red,6.83,187.67,212.89,210.06
Madhya Pradesh,District_19,Red,8.33,259.84,174.81,107.59
Tamil Nadu,District_10,Laterite,7.46,312.42,187.59,385.02
Madhya Pradesh,District_18,Alluvial,8.02,481.97,94.65,160.99
Andhra Pradesh,District_15,Laterite,7.94,179.67,74.86,184.32
Maharashtra,District_30,Red,8.38,398.64,127.1,91.35
Punjab,District_47,Black,6.1,140.95,122.81,143.01
Tamil Nadu,District_50,Laterite,7.61,393.05,126.76,103.48
Karnataka,District_34,Alluvial,8.33,271.7,299.09,255.78
Punjab,District_42,Alluvial,5.69,359.3,184.58,250.77
Telangana,District_39,Black,8.27,461.54,275.76,81.87
Telangana,District_13,Alluvial,8.3,386.8,216.71,352.82
Andhra Pradesh,District_42,Alluvial,7.02,366.62,72.39,326.22
Andhra Pradesh,District_23,Laterite,7.57,437.05,153.32,246.2
Madhya Pradesh,District_45,Black,5.54,259.23,192.99,187.52
Punjab,District_22,Black,5.57,267.86,234.87,259.91
Uttar Pradesh,District_27,Red,5.55,289.94,211.41,87.98
Telangana,District_5,Black,6.85,415.42,257.83,72.4
Madhya Pradesh,District_11,Red,5.84,452.65,222.18,293.26
Telangana,District_40,Black,7.87,283.58,55.17,57.63
Maharashtra,District_6,Black,6.2,359.41,69.55,247.4
Andhra Pradesh,District_3,Alluvial,5.98,403.47,219.34,307.93
Maharashtra,District_32,Laterite,6.53,290.69,192.95,205.36
Maharashtra,District_10,Black,6.17,276.89,102.76,340.95
Uttar Pradesh,District_40,Alluvial,7.68,362.71,118.98,215.61
Telangana,District_20,Black,6.58,113.76,142.16,340.08
Andhra Pradesh,District_18,Black,7.83,409.12,184.17,246.41
Tamil Nadu,District_34,Black,7.95,169.09,299.74,88.74
Uttar Pradesh,District_18,Alluvial,7.27,228.27,289.4,311.31
Andhra Pradesh,District_2,Red,7.37,183.84,166.58,372.02
Maharashtra,District_13,Alluvial,6.35,225.39,231.12,132.06
Maharashtra,District_46,Red,7.44,459.96,94.9,115.53
Telangana,District_13,Alluvial,7.02,493.63,136.06,297.03
Karnataka,District_47,Laterite,7.6,112.89,277.5,389.89
Andhra Pradesh,District_26,Black,7.51,152.06,83.39,231.73
Uttar Pradesh,District_12,Alluvial,7.58,262.6,263.27,76.38
Tamil Nadu,District_12,Red,8.06,113.59,63.66,121.01
Madhya Pradesh,District_12,Black,7.27,285.39,124.21,300.48
Andhra Pradesh,District_44,Red,7.84,225.72,117.04,134.05
Andhra Pradesh,District_23,Red,6.48,306.1,198.81,267.12
Maharashtra,District_18,Black,7.88,157.44,106.82,219.29
Punjab,District_24,Alluvial,6.44,271.17,100.09,312.77
Uttar Pradesh,District_47,Black,6.59,402.15,203.54,167.78
Telangana,District_27,Laterite,8.12,252.04,284.6,62.46
Tamil Nadu,District_6,Red,6.25,447.52,50.91,73.56
Madhya Pradesh,District_40,Red,7.71,170.68,285.76,257.79
Tamil Nadu,District_45,Alluvial,6.2,252.02,131.19,82.51
Madhya Pradesh,District_3,Red,6.23,123.29,99.89,188.18
Madhya Pradesh,District_31,Laterite,7.31,127.18,157.2,262.49
Andhra Pradesh,District_46,Alluvial,5.61,324.33,299.33,170.74
Andhra Pradesh,District_32,Red,7.45,402.82,192.35,194.62
Punjab,District_28,Red,7.71,469.68,278.68,354.12
Uttar Pradesh,District_9,Black,8.24,242.52,223.21,321.75
Punjab,District_34,Laterite,7.76,396.72,204.8,378.36
Uttar Pradesh,District_27,Alluvial,8.03,116.1,88.4,375.03
Madhya Pradesh,District_27,Laterite,6.2,182.37,157.65,307.3
Tamil Nadu,District_25,Red,6.44,281.04,179.62,197.33
Tamil Nadu,District_42,Black,8.34,418.31,253.7,191.73
Uttar Pradesh,District_19,Red,7.36,232.62,247.08,229.24
Karnataka,District_14,Laterite,7.51,469.8,271.2,238.87
Karnataka,District_40,Alluvial,7.52,378.07,257.41,179.94
Madhya Pradesh,District_19,Alluvial,8.49,299.13,263.9,170.78
Tamil Nadu,District_12,Black,7.63,329.23,50.94,58.36
Telangana,District_31,Alluvial,7.79,328.7,94.65,186.73
Karnataka,District_36,Laterite,8.24,348.21,75.65,259.73
Maharashtra,District_25,Alluvial,6.44,410.66,77.89,236.58
Madhya Pradesh,District_6,Red,7.97,406.64,76.45,165.16
Uttar Pradesh,District_14,Red,5.58,284.37,166.11,283.52
Maharashtra,District_7,Laterite,5.86,285.35,156.53,103.98
Punjab,District_29,Black,5.9,317.37,152.25,300.09
Uttar Pradesh,District_26,Laterite,5.52,174.56,102.86,200.6
Maharashtra,District_34,Alluvial,6.81,342.96,157.88,394.3
Andhra Pradesh,District_39,Laterite,8.46,427.9,82.49,260.71
Uttar Pradesh,District_36,Alluvial,6.33,246.72,245.69,384.1
Karnataka,District_11,Laterite,6.04,256.89,251.87,289.37
Punjab,District_12,Black,6.85,340.92,260.68,89.18
Punjab,District_17,Laterite,7.71,270.16,298.48,398.77
Andhra Pradesh,District_43,Red,5.65,172.7,59.05,314.1
Telangana,District_41,Alluvial,7.1,143.74,192.39,273.81
Tamil Nadu,District_23,Alluvial,6.92,340.41,110.64,308.28
Tamil Nadu,District_31,Laterite,7.2,261.52,150.61,311.09
Telangana,District_18,Laterite,7.31,415.03,258.33,143.6
Uttar Pradesh,District_26,Red,6.37,390.6,108.08,64.0
Karnataka,District_23,Red,6.44,463.54,270.88,65.81
Punjab,District_50,Black,6.8,317.31,239.04,213.65
Telangana,District_8,Laterite,8.43,162.23,133.9,127.47
Punjab,District_23,Red,7.3,209.78,127.42,224.81
Tamil Nadu,District_11,Alluvial,5.99,470.21,121.06,399.5
Tamil Nadu,District_31,Black,5.99,221.06,63.13,205.54
Punjab,District_19,Red,7.57,292.15,60.95,211.99
