state,district,year,rainfall_mm,avg_temperature_celsius,humidity
Punjab,District_11,2012,890.59,22.99,40.94
Andhra Pradesh,District_30,2018,675.7,23.58,53.13
Andhra Pradesh,District_39,2014,1294.45,35.47,73.49
Maharashtra,District_20,2014,490.06,27.81,62.48
Telangana,District_22,2020,1467.39,24.55,53.21
Karnataka,District_24,2013,617.91,24.47,51.47
Andhra Pradesh,District_14,2017,1240.87,30.7,40.86
Madhya Pradesh,District_36,2010,967.26,37.69,81.25
Madhya Pradesh,District_13,2021,1262.62,31.62,83.9
Punjab,District_1,2015,718.14,31.65,58.28
Karnataka,District_50,2016,827.66,34.43,75.06
Punjab,District_27,2017,538.55,34.73,43.25
Madhya Pradesh,District_13,2013,1620.84,38.01,84.44
Andhra Pradesh,District_35,2021,419.19,21.57,85.34
Telangana,District_8,2018,939.94,39.66,47.84
Karnataka,District_18,2024,1063.46,25.23,79.03
Maharashtra,District_34,2021,631.85,24.19,63.66
Uttar Pradesh,District_6,2012,954.2,29.22,74.05
Maharashtra,District_27,2017,1010.75,23.82,63.73
Maharashtra,District_18,2019,681.36,23.12,43.93
Andhra Pradesh,District_50,2024,1386.73,39.27,82.0
Andhra Pradesh,District_9,2024,352.45,20.29,44.29
Maharashtra,District_15,2020,635.86,39.78,58.01
Karnataka,District_23,2019,1360.93,31.69,89.3
Andhra Pradesh,District_3,2014,1366.8,39.09,61.33
Maharashtra,District_9,2021,750.95,37.74,81.01
Andhra Pradesh,District_22,2014,1461.18,32.26,48.45
Tamil Nadu,District_50,2016,1098.64,30.98,81.5
Karnataka,District_23,2014,1196.32,39.84,63.06
Madhya Pradesh,District_20,2016,865.44,29.33,65.5
Telangana,District_7,2018,1973.26,21.93,88.43
Karnataka,District_17,2021,1553.56,39.84,84.31
Uttar Pradesh,District_3,2014,722.33,25.12,57.39
Telangana,District_7,2011,702.16,19.92,87.47
Maharashtra,District_13,2019,1616.09,33.77,45.16
Madhya Pradesh,District_41,2015,959.62,27.81,41.31
Madhya Pradesh,District_41,2018,455.57,26.54,66.63
Andhra Pradesh,District_23,2022,360.52,31.9,78.49
Maharashtra,District_37,2022,1003.73,19.16,51.05
Punjab,District_4,2022,1005.0,33.36,44.01
Madhya Pradesh,District_9,2023,1501.66,29.08,82.28
Telangana,District_6,2023,1277.11,28.79,89.32
Madhya Pradesh,District_42,2018,1609.2,37.8,74.72
Madhya Pradesh,District_18,2021,840.18,36.29,88.76
Tamil Nadu,District_35,2022,1361.23,29.69,81.63
Telangana,District_23,2023,1805.69,30.72,52.59
Madhya Pradesh,District_31,2014,417.79,35.75,45.49
Madhya Pradesh,District_20,2020,1504.37,27.05,80.45
Andhra Pradesh,District_7,2011,1517.0,32.77,72.98
Madhya Pradesh,District_12,2015,1649.85,29.9,80.64
Tamil Nadu,District_37,2021,757.38,28.99,75.92
Andhra Pradesh,District_49,2013,1008.09,39.66,65.26
Tamil Nadu,District_4,2013,707.5,18.39,87.04
Madhya Pradesh,District_12,2022,824.59,27.12,77.68
Andhra Pradesh,District_15,2012,1946.46,38.46,40.43
Telangana,District_2,2021,1057.61,38.42,75.21
Telangana,District_47,2010,1742.54,34.45,67.21
Telangana,District_11,2024,1651.3,31.02,46.91
Telangana,District_33,2018,1055.69,33.2,61.76
Tamil Nadu,District_14,2015,1986.7,23.56,66.21
Uttar Pradesh,District_27,2019,1729.33,28.74,63.42
Karnataka,District_4,2020,1120.58,29.79,61.72
Karnataka,District_38,2021,826.5,19.4,71.56
Uttar Pradesh,District_40,2012,428.0,37.06,72.93
Maharashtra,District_20,2010,1090.16,28.05,74.88
Karnataka,District_2,2015,912.02,37.78,78.07
Madhya Pradesh,District_4,2013,1509.34,26.58,81.66
Maharashtra,District_49,2022,333.45,27.0,68.71
Telangana,District_24,2010,1713.46,23.37,43.65
Andhra Pradesh,District_9,2019,1008.27,32.18,58.24
Karnataka,District_19,2013,1098.55,30.07,40.19
Karnataka,District_8,2024,610.74,38.09,69.76
Madhya Pradesh,District_41,2011,1893.72,27.44,88.75
Telangana,District_28,2023,977.26,32.26,81.35
Telangana,District_13,2012,1732.63,33.57,64.31
Karnataka,District_8,2019,703.67,25.04,75.41
Telangana,District_14,2024,464.32,37.38,77.09
Karnataka,District_50,2019,1380.79,26.38,69.74
Andhra Pradesh,District_50,2016,1973.51,32.02,84.28
Punjab,District_10,2016,1399.8,31.55,56.09
Andhra Pradesh,District_20,2014,1334.81,27.27,73.67
Maharashtra,District_1,2019,1051.79,22.03,43.23
Karnataka,District_12,2022,782.46,31.03,46.91
Punjab,District_35,2011,1032.42,26.26,86.92
Andhra Pradesh,District_20,2022,553.23,26.34,67.15
Punjab,District_12,2018,745.24,28.84,77.72
Uttar Pradesh,District_50,2022,1128.56,32.9,83.46
Andhra Pradesh,District_12,2018,546.15,34.05,86.71
Uttar Pradesh,District_39,2018,1645.6,27.4,44.49
Uttar Pradesh,District_29,2015,319.65,20.64,75.09
Tamil Nadu,District_3,2021,846.71,35.42,71.49
Punjab,District_7,2010,1178.31,32.73,70.01
Andhra Pradesh,District_23,2021,1879.21,35.62,47.27
Maharashtra,District_13,2022,1274.87,24.95,78.66
Madhya Pradesh,District_11,2015,801.34,38.0,55.78
Andhra Pradesh,District_25,2020,898.72,23.78,51.11
Madhya Pradesh,District_20,2017,876.57,24.37,75.36
Telangana,District_49,2013,606.63,29.8,50.77
Tamil Nadu,District_47,2015,546.24,39.94,64.94
Karnataka,District_27,2020,1117.08,22.45,55.88
Maharashtra,District_6,2017,759.44,36.45,81.17
Punjab,District_6,2015,456.13,18.05,87.72
Madhya Pradesh,District_39,2022,668.01,23.23,81.23
Punjab,District_41,2013,1185.23,25.62,59.84
Andhra Pradesh,District_9,2016,736.72,32.27,48.14
Karnataka,District_21,2014,704.16,20.5,74.92
Andhra Pradesh,District_18,2020,1355.12,20.83,85.18
Tamil Nadu,District_1,2022,1472.01,21.22,60.07
Uttar Pradesh,District_50,2020,710.12,32.58,42.04
Karnataka,District_50,2010,1102.64,20.52,46.22
Madhya Pradesh,District_12,2012,1599.76,26.76,59.13
Madhya Pradesh,District_1,2012,1472.84,21.45,64.96
Telangana,District_28,2010,417.79,26.41,54.53
Punjab,District_24,2013,912.12,33.71,64.37
Telangana,District_19,2011,1529.57,24.11,87.94
Punjab,District_14,2021,605.04,31.59,43.85
Karnataka,District_14,2019,633.08,23.47,80.18
Madhya Pradesh,District_26,2010,1371.29,34.23,62.77
Telangana,District_16,2021,782.38,35.1,72.68
Maharashtra,District_24,2022,850.38,24.83,88.47
Madhya Pradesh,District_32,2015,1188.79,18.52,62.98
Punjab,District_6,2016,1575.99,20.84,44.8
Tamil Nadu,District_49,2022,1147.09,28.8,81.4
Maharashtra,District_45,2013,1818.83,26.41,53.24
Karnataka,District_30,2014,481.29,25.6,85.26
Maharashtra,District_23,2018,1582.05,30.74,44.1
Punjab,District_19,2022,1224.18,21.55,51.4
Tamil Nadu,District_25,2023,1688.37,28.05,88.4
Tamil Nadu,District_25,2017,837.89,22.47,84.01
Punjab,District_2,2023,1119.57,39.58,50.94
Uttar Pradesh,District_10,2022,1700.12,19.07,78.82
Karnataka,District_41,2011,1714.03,18.35,44.31
Punjab,District_27,2023,939.18,30.41,47.89
Maharashtra,District_44,2019,1697.73,19.38,49.11
Punjab,District_8,2012,1460.08,35.84,42.16
Tamil Nadu,District_41,2018,996.03,36.03,64.23
Karnataka,District_43,2014,1948.5,27.51,59.53
Punjab,District_33,2010,352.52,36.44,69.48
Tamil Nadu,District_43,2018,950.53,34.29,74.44
Punjab,District_19,2017,821.82,20.98,69.77
Andhra Pradesh,District_30,2019,1890.79,36.91,53.92
Andhra Pradesh,District_34,2023,469.07,37.23,44.13
Madhya Pradesh,District_14,2016,1367.64,25.1,76.6
Tamil Nadu,District_36,2022,1518.27,35.05,55.46
Madhya Pradesh,District_20,2016,613.1,37.74,52.35
Karnataka,District_23,2017,554.91,34.4,74.53
Andhra Pradesh,District_15,2020,381.31,20.07,62.09
Tamil Nadu,District_2,2013,570.09,20.08,50.23
Madhya Pradesh,District_24,2016,1673.97,39.61,78.33
Punjab,District_24,2017,1904.73,29.91,80.32
Telangana,District_31,2020,1832.42,32.18,89.26
Punjab,District_16,2019,921.02,38.07,63.4
Maharashtra,District_4,2012,1533.99,18.16,41.83
Tamil Nadu,District_34,2011,1705.97,27.39,65.86
Madhya Pradesh,District_15,2011,1681.23,30.46,41.16
Uttar Pradesh,District_19,2016,406.56,18.05,87.38
Andhra Pradesh,District_19,2018,665.21,31.74,48.74
Madhya Pradesh,District_48,2023,1896.21,36.72,86.27
Tamil Nadu,District_44,2022,1557.84,19.21,87.5
Punjab,District_35,2021,1718.4,35.69,78.77
Uttar Pradesh,District_20,2017,1174.01,39.51,44.37
Karnataka,District_47,2019,968.2,38.25,67.92
Andhra Pradesh,District_39,2019,1407.08,29.81,57.71
Madhya Pradesh,District_41,2016,1103.86,36.93,81.01
Karnataka,District_29,2024,935.4,34.95,55.11
Karnataka,District_15,2018,891.39,35.99,62.56
Punjab,District_20,2013,568.44,26.76,68.68
Karnataka,District_32,2019,1200.0,28.46,41.77
Uttar Pradesh,District_13,2022,1183.74,23.26,70.44
Uttar Pradesh,District_7,2024,1304.31,19.13,57.21
Tamil Nadu,District_16,2016,497.58,31.14,66.46
Andhra Pradesh,District_10,2014,1855.37,24.81,46.24
Karnataka,District_2,2010,1561.5,29.06,56.79
Telangana,District_38,2019,522.64,39.18,69.09
Maharashtra,District_18,2013,434.88,19.39,68.58
Madhya Pradesh,District_34,2010,1392.97,37.22,47.9
Uttar Pradesh,District_21,2010,880.55,19.91,60.73
Tamil Nadu,District_21,2016,842.38,32.38,65.98
Telangana,District_1,2012,1727.98,25.55,44.06
Uttar Pradesh,District_15,2018,886.74,20.2,69.97
Andhra Pradesh,District_10,2020,1374.71,34.65,51.59
Maharashtra,District_35,2024,1213.03,33.37,86.01
Madhya Pradesh,District_25,2016,747.04,32.09,53.43
Uttar Pradesh,District_32,2020,863.79,39.23,79.37
Uttar Pradesh,District_31,2015,1903.43,18.52,69.11
Karnataka,District_10,2011,863.33,27.56,74.27
Telangana,District_3,2014,1632.81,30.38,85.09
Telangana,District_22,2017,1764.17,25.87,82.39
Karnataka,District_38,2013,420.76,32.73,46.39
Punjab,District_2,2023,1427.28,37.78,86.69
Punjab,District_23,2017,1573.74,33.33,46.93
Karnataka,District_41,2018,1037.84,30.53,55.82
Uttar Pradesh,District_40,2017,1267.85,34.23,66.16
Telangana,District_24,2015,575.07,20.41,86.67
Andhra Pradesh,District_32,2011,841.45,31.86,71.36
Tamil Nadu,District_33,2017,1503.03,26.96,83.75
Madhya Pradesh,District_49,2013,1324.37,25.01,87.09
Andhra Pradesh,District_27,2010,531.86,29.16,77.42
Andhra Pradesh,District_13,2022,1979.68,35.7,64.1
Madhya Pradesh,District_37,2014,1894.24,27.08,59.4
Tamil Nadu,District_39,2012,681.0,33.45,53.76
Andhra Pradesh,District_29,2012,1787.7,30.96,65.33
Maharashtra,District_41,2016,754.19,38.16,42.4
Karnataka,District_25,2021,1258.36,27.79,51.41
Telangana,District_46,2010,1629.49,36.04,57.92
Madhya Pradesh,District_19,2012,884.94,36.52,82.67
Tamil Nadu,District_1,2019,1243.75,28.21,58.81
Andhra Pradesh,District_35,2015,1065.6,28.75,51.98
Telangana,District_16,2023,1592.34,25.34,79.13
Punjab,District_8,2017,1113.75,28.9,87.16
Maharashtra,District_7,2015,1263.75,23.48,78.74
Andhra Pradesh,District_21,2024,1737.45,36.88,46.29
Andhra Pradesh,District_11,2020,1487.7,23.5,56.02
Andhra Pradesh,District_26,2013,1196.76,23.67,70.14
Maharashtra,District_15,2017,1084.2,37.7,49.8
Karnataka,District_45,2019,515.5,29.71,71.83
Telangana,District_6,2014,395.82,20.31,51.8
Uttar Pradesh,District_37,2019,1919.72,25.61,67.14
Uttar Pradesh,District_4,2015,617.1,33.52,75.34
Andhra Pradesh,District_19,2021,770.68,26.93,79.34
Punjab,District_47,2022,1338.61,27.31,80.03
Madhya Pradesh,District_21,2010,1707.47,28.97,78.74
Andhra Pradesh,District_37,2013,1716.34,22.9,46.86
Maharashtra,District_43,2020,1710.4,27.33,89.47
Maharashtra,District_18,2013,1962.75,22.74,78.61
Telangana,District_42,2021,394.7,25.72,45.21
Telangana,District_48,2021,979.74,29.71,74.88
Punjab,District_36,2014,1853.1,33.26,63.5
Andhra Pradesh,District_37,2021,1094.47,31.95,61.4
Uttar Pradesh,District_15,2010,1781.2,30.66,73.83
Punjab,District_38,2013,330.02,31.1,48.39
Madhya Pradesh,District_2,2020,1157.43,29.24,89.97
Punjab,District_42,2016,1868.17,31.52,67.22
Punjab,District_31,2015,744.18,26.26,69.73
Andhra Pradesh,District_6,2019,1880.42,37.79,61.26
Andhra Pradesh,District_19,2014,314.41,30.99,70.3
Andhra Pradesh,District_38,2020,434.18,38.61,73.2
Andhra Pradesh,District_15,2010,1110.6,26.9,57.27
Punjab,District_33,2017,480.85,26.68,63.1
Maharashtra,District_40,2021,683.52,39.23,52.78
Madhya Pradesh,District_26,2014,805.79,34.04,78.6
Madhya Pradesh,District_30,2023,1118.54,29.41,76.87
Uttar Pradesh,District_11,2022,963.87,33.81,80.55
Karnataka,District_46,2022,1867.65,26.73,75.14
Telangana,District_1,2023,1806.22,34.69,41.01
Maharashtra,District_14,2017,1571.72,22.61,49.56
Tamil Nadu,District_10,2023,1420.82,38.92,59.43
Tamil Nadu,District_17,2020,647.38,28.14,51.71
Tamil Nadu,District_11,2015,1323.1,20.04,66.58
Telangana,District_42,2016,550.01,36.59,84.91
Andhra Pradesh,District_15,2024,1069.62,37.68,76.9
Tamil Nadu,District_12,2019,1084.59,34.06,53.33
Tamil Nadu,District_3,2019,1472.51,31.85,59.88
Karnataka,District_22,2023,1719.72,38.43,42.6
Maharashtra,District_50,2010,844.85,31.69,40.31
Madhya Pradesh,District_26,2015,370.01,35.41,61.26
Punjab,District_39,2012,379.85,28.37,76.4
Telangana,District_43,2012,1787.2,34.0,83.04
Telangana,District_50,2012,1126.75,39.98,61.57
Karnataka,District_49,2015,721.62,26.42,49.01
Uttar Pradesh,District_23,2017,354.89,33.84,53.07
Tamil Nadu,District_16,2021,1198.9,21.28,62.27
Punjab,District_3,2012,533.06,31.97,72.48
Punjab,District_30,2012,1008.95,25.1,67.14
Karnataka,District_13,2014,1177.33,37.07,82.03
Andhra Pradesh,District_8,2015,689.64,25.91,40.93
Tamil Nadu,District_24,2015,638.02,27.79,89.61
Madhya Pradesh,District_5,2016,333.67,39.57,86.46
Madhya Pradesh,District_7,2022,1295.39,22.74,47.48
Madhya Pradesh,District_27,2016,640.75,30.42,42.41
Uttar Pradesh,District_12,2022,1792.99,37.0,70.88
Punjab,District_41,2020,1326.42,24.93,76.07
Telangana,District_49,2012,1245.9,18.34,63.76
Punjab,District_25,2023,1157.96,37.72,53.91
Maharashtra,District_42,2014,666.03,31.63,71.96
Karnataka,District_50,2010,1948.0,23.07,71.79
Punjab,District_33,2010,1943.98,24.08,47.42
Punjab,District_15,2011,846.16,35.59,79.97
Punjab,District_31,2021,1619.57,32.13,77.48
Uttar Pradesh,District_11,2021,502.72,34.12,44.24
Karnataka,District_36,2011,1626.9,30.7,63.12
Telangana,District_6,2016,786.76,35.38,59.67
Punjab,District_45,2014,791.53,36.06,63.12
Uttar Pradesh,District_26,2022,1162.3,26.51,63.06
Madhya Pradesh,District_8,2012,966.96,37.82,66.2
Madhya Pradesh,District_39,2016,500.31,29.11,53.86
Punjab,District_37,2021,1308.23,21.52,63.48
Tamil Nadu,District_37,2012,663.53,22.81,44.97
Uttar Pradesh,District_48,2012,1055.62,34.14,48.83
Tamil Nadu,District_30,2013,692.72,26.3,44.4
Tamil Nadu,District_38,2014,1757.89,23.77,49.31
Punjab,District_16,2024,874.64,31.3,40.22
Punjab,District_15,2017,1808.73,35.21,41.89
Punjab,District_38,2018,854.37,20.4,79.83
Maharashtra,District_8,2022,605.15,27.88,49.96
Uttar Pradesh,District_35,2014,1280.28,34.97,66.0
Maharashtra,District_9,2017,1243.73,37.88,58.52
Tamil Nadu,District_21,2012,1352.15,18.3,56.45
Maharashtra,District_41,2020,813.64,32.43,82.86
Karnataka,District_5,2016,843.95,31.14,64.31
Uttar Pradesh,District_19,2012,703.63,29.39,65.84
Punjab,District_48,2021,1878.28,21.52,62.96
Tamil Nadu,District_16,2021,1461.02,34.32,53.45
Maharashtra,District_18,2019,1585.63,26.64,74.16
Punjab,District_12,2012,630.08,23.16,42.36
Punjab,District_16,2013,1424.68,36.7,54.07
Karnataka,District_5,2011,1596.53,24.75,73.08
Karnataka,District_3,2016,882.18,22.37,41.67
Maharashtra,District_7,2015,568.08,24.87,41.29
Tamil Nadu,District_32,2020,1484.91,21.98,58.64
Tamil Nadu,District_31,2012,1338.94,35.1,52.56
Uttar Pradesh,District_14,2010,1278.55,22.01,75.05
Maharashtra,District_24,2021,610.36,33.77,77.8
Maharashtra,District_48,2019,746.24,21.58,41.81
Andhra Pradesh,District_33,2012,1362.3,22.98,61.82
Karnataka,District_5,2013,1343.1,25.54,87.16
Tamil Nadu,District_8,2019,1243.03,38.9,55.65
Telangana,District_2,2010,1605.84,38.1,49.85
Karnataka,District_39,2017,1684.92,19.87,66.06
Punjab,District_38,2011,770.07,25.39,62.55
Tamil Nadu,District_42,2012,567.93,25.62,50.98
Punjab,District_35,2022,641.99,22.65,51.34
Andhra Pradesh,District_38,2024,778.22,27.58,74.34
Karnataka,District_34,2014,1911.17,34.46,56.15
Madhya Pradesh,District_30,2018,533.18,20.19,89.3
Karnataka,District_49,2015,1793.89,32.78,54.49
Punjab,District_23,2012,645.74,23.74,67.39
Uttar Pradesh,District_4,2012,892.36,32.13,43.66
Madhya Pradesh,District_35,2017,513.98,33.0,66.94
Tamil Nadu,District_14,2013,475.71,34.02,63.03
Telangana,District_22,2014,461.74,36.96,57.47
Madhya Pradesh,District_30,2013,882.69,37.79,61.48
Maharashtra,District_3,2020,1190.28,34.7,48.92
Madhya Pradesh,District_11,2018,641.37,28.58,81.01
Telangana,District_10,2017,1885.55,18.97,86.09
Punjab,District_3,2023,1296.91,38.62,81.87
Uttar Pradesh,District_41,2022,1804.61,31.23,80.24
Uttar Pradesh,District_48,2016,552.99,29.76,67.42
Andhra Pradesh,District_50,2013,543.94,23.27,56.68
Karnataka,District_5,2018,1739.48,33.05,48.6
Punjab,District_15,2020,1265.57,39.88,80.99
Uttar Pradesh,District_48,2017,1895.6,25.26,42.17
Punjab,District_50,2017,549.72,35.59,49.05
Uttar Pradesh,District_6,2019,344.23,24.4,60.09
Tamil Nadu,District_4,2011,1858.15,28.73,49.73
Karnataka,District_23,2014,1488.02,22.69,69.15
Maharashtra,District_45,2015,1672.19,29.28,76.21
Telangana,District_1,2015,803.22,28.1,85.45
Telangana,District_34,2018,305.21,18.86,50.52
Andhra Pradesh,District_15,2013,1120.9,26.4,53.98
Tamil Nadu,District_4,2016,1983.02,19.38,75.84
Maharashtra,District_27,2018,1842.81,27.91,50.85
Madhya Pradesh,District_13,2014,422.44,39.56,59.19
Uttar Pradesh,District_46,2020,619.23,24.45,77.67
Punjab,District_47,2015,829.09,29.34,58.79
Maharashtra,District_40,2010,1711.68,20.86,47.32
Tamil Nadu,District_32,2022,1702.01,21.39,53.47
Uttar Pradesh,District_9,2016,614.51,25.82,44.04
Andhra Pradesh,District_37,2014,1206.24,28.77,73.71
Punjab,District_25,2013,1153.05,33.43,42.29
Madhya Pradesh,District_3,2012,1004.28,28.05,68.7
Maharashtra,District_39,2010,1211.06,18.54,87.5
Andhra Pradesh,District_40,2014,797.74,23.96,82.99
Uttar Pradesh,District_16,2012,1203.63,18.55,43.65
Tamil Nadu,District_17,2017,1465.53,38.19,75.72
Tamil Nadu,District_27,2021,406.26,18.64,74.5
Tamil Nadu,District_10,2024,1944.42,19.09,54.92
Maharashtra,District_1,2022,581.02,24.56,45.47
Tamil Nadu,District_50,2013,912.51,31.91,82.7
Maharashtra,District_29,2012,1100.07,25.88,67.72
Andhra Pradesh,District_18,2021,369.67,19.35,74.92
Karnataka,District_32,2010,1232.22,36.4,62.89
Andhra Pradesh,District_37,2021,1778.96,33.4,51.12
Uttar Pradesh,District_43,2024,1831.73,26.72,53.02
Maharashtra,District_33,2019,854.53,32.89,66.74
Uttar Pradesh,District_22,2011,1249.95,24.04,51.73
Telangana,District_43,2019,1620.56,29.61,59.93
Madhya Pradesh,District_11,2011,729.84,37.37,43.72
Madhya Pradesh,District_37,2010,1198.4,20.37,89.78
Madhya Pradesh,District_29,2017,923.43,36.63,70.83
Telangana,District_20,2014,942.9,35.35,47.3
Punjab,District_22,2011,460.03,38.88,46.51
Karnataka,District_32,2017,991.71,29.3,64.16
Tamil Nadu,District_50,2023,573.49,24.05,41.24
Andhra Pradesh,District_8,2019,812.16,25.77,60.6
Madhya Pradesh,District_22,2024,861.48,32.08,87.25
Andhra Pradesh,District_15,2014,1032.02,21.1,81.17
Maharashtra,District_35,2019,1858.75,25.74,86.5
Punjab,District_16,2023,1372.7,33.98,45.56
Karnataka,District_44,2014,1956.59,30.62,58.54
Tamil Nadu,District_29,2011,1304.11,19.38,67.75
Karnataka,District_34,2023,1669.33,28.93,76.01
Madhya Pradesh,District_20,2017,1718.06,29.53,59.62
Uttar Pradesh,District_13,2022,1556.31,33.42,55.95
Telangana,District_13,2022,1438.86,18.23,55.25
Punjab,District_31,2012,1010.46,27.42,79.47
Karnataka,District_21,2013,1264.37,37.51,59.09
Uttar Pradesh,District_50,2014,629.32,18.55,40.82
Tamil Nadu,District_30,2019,1351.02,32.79,78.51
Punjab,District_48,2018,1174.3,22.91,48.07
Madhya Pradesh,District_25,2022,1667.35,26.52,71.41
Tamil Nadu,District_30,2011,1834.32,37.45,41.47
Madhya Pradesh,District_10,2017,525.75,25.98,59.35
Andhra Pradesh,District_7,2014,1474.54,30.0,62.8
Andhra Pradesh,District_34,2020,1915.08,19.97,88.65
Tamil Nadu,District_4,2018,1860.4,25.14,44.41
Andhra Pradesh,District_22,2018,1718.52,21.12,77.58
Andhra Pradesh,District_29,2019,382.18,30.35,88.24
Andhra Pradesh,District_4,2021,729.22,28.12,53.85
Uttar Pradesh,District_1,2024,552.09,23.82,51.28
Tamil Nadu,District_48,2012,1875.79,39.99,87.6
Andhra Pradesh,District_23,2021,1573.11,21.37,64.48
Telangana,District_23,2018,1204.03,36.16,81.13
Punjab,District_6,2016,1964.98,18.79,79.73
Tamil Nadu,District_5,2023,631.02,36.63,56.3
Karnataka,District_23,2018,1390.67,28.49,49.37
Punjab,District_38,2016,1335.95,36.22,75.14
Uttar Pradesh,District_7,2023,878.77,34.44,65.07
Uttar Pradesh,District_5,2017,1125.15,30.6,64.52
Maharashtra,District_33,2013,700.16,26.17,67.31
Punjab,District_26,2023,1451.1,32.64,41.28
Uttar Pradesh,District_21,2023,1011.01,36.32,40.25
Maharashtra,District_34,2014,340.04,29.07,55.71
Madhya Pradesh,District_26,2021,1916.33,27.13,56.18
Madhya Pradesh,District_10,2015,1152.41,21.14,75.94
Telangana,District_2,2013,1499.58,37.72,56.28
Tamil Nadu,District_20,2023,634.78,23.88,57.98
Karnataka,District_14,2022,516.29,20.72,67.48
Tamil Nadu,District_7,2017,1834.12,19.46,69.58
Karnataka,District_10,2022,1304.59,34.52,56.66
